sentence,aspect,description,input_text,label
muaa ở cửa hàng hai lầnnn rồiii mà lần nào cũng rất lâuuu sp thì tạm ổnn do đường may nên làm dáng qần hơii kì,kieu_dang,kiểu dáng form thiết kế mẫu,muaa ở cửa hàng hai lầnnn rồiii mà lần nào cũng rất lâuuu sp thì tạm ổnn do đường may nên làm dáng qần hơii kì [SEP] kiểu dáng form thiết kế mẫu,1
chất vải rất mỏng,mau_sac,màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,chất vải rất mỏng [SEP] màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,0
"hổm mua màu đen tốt rất nên giờ mua thêm màu be nữa tuyệt vời luôn mặc đẹp phù hợp nhiều loại chân, chế khuyết điểm tốt",chat_lieu,vải chất liệu vải thun cotton jean kaki,"hổm mua màu đen tốt rất nên giờ mua thêm màu be nữa tuyệt vời luôn mặc đẹp phù hợp nhiều loại chân, chế khuyết điểm tốt [SEP] vải chất liệu vải thun cotton jean kaki",0
giao sai màu kêu hỗ trợ đổi trả nhưng nt cho cửa hàng 8 kiếp chẳng thấy trả lời không bao giờ mua lại dù chỉ 1 lầnnnnnnnnn. tin tưởng cửa hàng mua hẳn 2c phí tiền rất :,mau_sac,màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,giao sai màu kêu hỗ trợ đổi trả nhưng nt cho cửa hàng 8 kiếp chẳng thấy trả lời không bao giờ mua lại dù chỉ 1 lầnnnnnnnnn. tin tưởng cửa hàng mua hẳn 2c phí tiền rất : [SEP] màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,1
thật sự mua cửa hàng 2 lần r . nhưng lần này thất vọng . chỉ bị bung lại phải đi sửa 🤷,mau_sac,màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,thật sự mua cửa hàng 2 lần r . nhưng lần này thất vọng . chỉ bị bung lại phải đi sửa 🤷 [SEP] màu sắc màu màu sắc đẹp xấu đậm nhạt phai màu khác màu,0
cửa hàng bảo đặt 2sp cửa hàng tặng hộp. nhưng giao hàng tới hộp không có nhưng túi thì đồ thì bị dính đất kiểu như nước mưa bùn đất bắn lên. mình mua tặng bạn mà cuối cùng phải đi mua túi khác để bỏ đồ vào.,chat_lieu,vải chất liệu vải thun cotton jean kaki,cửa hàng bảo đặt 2sp cửa hàng tặng hộp. nhưng giao hàng tới hộp không có nhưng túi thì đồ thì bị dính đất kiểu như nước mưa bùn đất bắn lên. mình mua tặng bạn mà cuối cùng phải đi mua túi khác để bỏ đồ vào. [SEP] vải chất liệu vải thun cotton jean kaki,0
"quần thì bung chỉ, túi quần thì nông để đt dễ rớt lắm, khi mua có hỏi cửa hàng thì cửa hàng bảo kích cỡ 33, mua về thì rộng thùng thình, ống quần dài tới lòng bàn chân đổi hàng chịu phí 2 đầu nên đem ra tiệm sửa luôn rồi cửa hàng có lượt mua hơn 140k nên nó chả quan tâm mình đâu không có bạn vẫn nổ đơn ầm ầm, mình đếch care tốn 45p ghi ngắn gọn lắm rồi tóm lại : mua lúc sale, mà thôi đếch mua là tốt nhất :",gia_cong,đường may gia công chỉ may,"quần thì bung chỉ, túi quần thì nông để đt dễ rớt lắm, khi mua có hỏi cửa hàng thì cửa hàng bảo kích cỡ 33, mua về thì rộng thùng thình, ống quần dài tới lòng bàn chân đổi hàng chịu phí 2 đầu nên đem ra tiệm sửa luôn rồi cửa hàng có lượt mua hơn 140k nên nó chả quan tâm mình đâu không có bạn vẫn nổ đơn ầm ầm, mình đếch care tốn 45p ghi ngắn gọn lắm rồi tóm lại : mua lúc sale, mà thôi đếch mua là tốt nhất : [SEP] đường may gia công chỉ may",1
"không biết lần thứ bao nhiêu mua hàng của cửa hàng rồi vì hàng lần nào cũng chất lượng.quần mặc mát ống rộng suông đẹp,xăng tuya chắc chắn.mình cao 1m72 61kg mặc kích cỡ l vừa đẹp.giá thành rẻ hơn thị trường rất nhiều.recommend mua thêm áo sơ mi của cửa hàng mặc combo cho chất nha",chat_lieu,vải chất liệu vải thun cotton jean kaki,"không biết lần thứ bao nhiêu mua hàng của cửa hàng rồi vì hàng lần nào cũng chất lượng.quần mặc mát ống rộng suông đẹp,xăng tuya chắc chắn.mình cao 1m72 61kg mặc kích cỡ l vừa đẹp.giá thành rẻ hơn thị trường rất nhiều.recommend mua thêm áo sơ mi của cửa hàng mặc combo cho chất nha [SEP] vải chất liệu vải thun cotton jean kaki",1
"quần vải không đẹp gì hết chơn,mặc hơi rộng,phải đi sửua lạiiiiiii",cham_soc_khach_hang,tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,"quần vải không đẹp gì hết chơn,mặc hơi rộng,phải đi sửua lạiiiiiii [SEP] tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên",0
ở trên live đã hỏi cao m76 nặng 75kh eo 87 tư vấn kích cỡ 33 bảo là yên tâm chắc chắn vừa giờ nhận được hàng mặc thử thì rất chật cố cắt cái cút nới ra hết cỡ vẫn chật chán cửa hàng tư vấn chán vkl giờ mặc không vừa bỏ thôi chứ làm gì được,kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,ở trên live đã hỏi cao m76 nặng 75kh eo 87 tư vấn kích cỡ 33 bảo là yên tâm chắc chắn vừa giờ nhận được hàng mặc thử thì rất chật cố cắt cái cút nới ra hết cỡ vẫn chật chán cửa hàng tư vấn chán vkl giờ mặc không vừa bỏ thôi chứ làm gì được [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,1
vải thì đẹp nhưng đường may xấu rất giao hàng nhanh ncl tạm được,do_ben,độ bền bền rách bung hỏng,vải thì đẹp nhưng đường may xấu rất giao hàng nhanh ncl tạm được [SEP] độ bền bền rách bung hỏng,0
"dáng quần rất đẹp và thoải mái luôn, chất rất mát mẻ và dày dặn, giá cả lại phải chăng, không còn gì để chê nữa 🤗",gia_ca,giá giá tiền mắc rẻ,"dáng quần rất đẹp và thoải mái luôn, chất rất mát mẻ và dày dặn, giá cả lại phải chăng, không còn gì để chê nữa 🤗 [SEP] giá giá tiền mắc rẻ",1
tôi đã mua 1 lần ở đây màu đen khá hài lòng. quần đen là không xếp li. nhưng quần mình nhận lại có xếp ly. quần đen kích cỡ 29 mình mặt vừa. nhưng ghi xám 29 mình không mặc vừa.,chat_lieu,vải chất liệu vải thun cotton jean kaki,tôi đã mua 1 lần ở đây màu đen khá hài lòng. quần đen là không xếp li. nhưng quần mình nhận lại có xếp ly. quần đen kích cỡ 29 mình mặt vừa. nhưng ghi xám 29 mình không mặc vừa. [SEP] vải chất liệu vải thun cotton jean kaki,0
lần đầu tôi mua hàng bên cửa hàng này . tôi 1m68 51k s29 tôi trong khá ốm thế mà không thể mặc vừa.lưng thì chật ống thì rộng không phù hợp tí nào. đường mai bên trong rất sơ sài. 150k sửa lại hết 50k để có thể mặc phù hợp.cân nhắc trước khi mua hàng.,gia_cong,đường may gia công chỉ may,lần đầu tôi mua hàng bên cửa hàng này . tôi 1m68 51k s29 tôi trong khá ốm thế mà không thể mặc vừa.lưng thì chật ống thì rộng không phù hợp tí nào. đường mai bên trong rất sơ sài. 150k sửa lại hết 50k để có thể mặc phù hợp.cân nhắc trước khi mua hàng. [SEP] đường may gia công chỉ may,1
kiểu dáng đẹp vải tốt phù hợp với giá tiền mà có 2 chỗ bị bung chỉ nên cho 4 sao thôi nhé,giao_hang,ship giao hàng vận chuyển giao lâu,kiểu dáng đẹp vải tốt phù hợp với giá tiền mà có 2 chỗ bị bung chỉ nên cho 4 sao thôi nhé [SEP] ship giao hàng vận chuyển giao lâu,0
quần thì đẹp mà cái đai nịt đeo 1 lần tuột hết đai ra. đai rất dởm,kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,quần thì đẹp mà cái đai nịt đeo 1 lần tuột hết đai ra. đai rất dởm [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,0
"mình đã nhắn tin rất kĩ với cửa hàng nhờ tư vấn kích cỡ rất rất kĩ luôn, đến khi nhận được hàng thì eo ôi chênh lệch 1 tí thì không sao, đằng này cửa hàng tư vấn chắc chắn lắm mà ôi nó rộng, là tư vấn dữ chưa : , mình nhắn tin cửa hàng rept chậm, và lại để khách hàng phải chịu giao hàng săn sale dui dẻ dui dẻ nge lời cửa hàng tư vấn đặt kích cỡ gì h phải chịu thêm giao hàng đổi hàng nên thự bỏ luôn cái quần chứ rộng rất sửa mất hết kiểu dáng quần 😭",cham_soc_khach_hang,tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,"mình đã nhắn tin rất kĩ với cửa hàng nhờ tư vấn kích cỡ rất rất kĩ luôn, đến khi nhận được hàng thì eo ôi chênh lệch 1 tí thì không sao, đằng này cửa hàng tư vấn chắc chắn lắm mà ôi nó rộng, là tư vấn dữ chưa : , mình nhắn tin cửa hàng rept chậm, và lại để khách hàng phải chịu giao hàng săn sale dui dẻ dui dẻ nge lời cửa hàng tư vấn đặt kích cỡ gì h phải chịu thêm giao hàng đổi hàng nên thự bỏ luôn cái quần chứ rộng rất sửa mất hết kiểu dáng quần 😭 [SEP] tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên",1
"sau 1 time sử dụng thì vải co giãn tốt, có độ thun, quần chuẩn với kích thước mình đặt. em sẽ ủng hộ tiếp.",giao_hang,ship giao hàng vận chuyển giao lâu,"sau 1 time sử dụng thì vải co giãn tốt, có độ thun, quần chuẩn với kích thước mình đặt. em sẽ ủng hộ tiếp. [SEP] ship giao hàng vận chuyển giao lâu",0
may túi kiểu gì vậy,gia_cong,đường may gia công chỉ may,may túi kiểu gì vậy [SEP] đường may gia công chỉ may,1
"chất liệu giản mặc thoải mái nhưng vải giặt 2 lần đã xù nhẹ, với giá này cũng không yêu cầu gì hơn,.",do_ben,độ bền bền rách bung hỏng,"chất liệu giản mặc thoải mái nhưng vải giặt 2 lần đã xù nhẹ, với giá này cũng không yêu cầu gì hơn,. [SEP] độ bền bền rách bung hỏng",1
cửa hàng bị câm.liên hệ không ai phản hồi làm ăn như ccc,cham_soc_khach_hang,tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,cửa hàng bị câm.liên hệ không ai phản hồi làm ăn như ccc [SEP] tư vấn chăm sóc khách hàng rep tin nhắn phản hồi hỗ trợ trả lời chậm thái độ nhân viên,1
"lưu ý : mọi người mua quần bên này nên xem xét và cẩn thận kiểm tra cho kỹ , mình mua bên này 3 lần , 2 lần đều dính hãng lỗi , quần bên này bung chỉ và rách khá nhiều , mọi người trước khi mua nên xém xét nhá.",kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,"lưu ý : mọi người mua quần bên này nên xem xét và cẩn thận kiểm tra cho kỹ , mình mua bên này 3 lần , 2 lần đều dính hãng lỗi , quần bên này bung chỉ và rách khá nhiều , mọi người trước khi mua nên xém xét nhá. [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật",0
khá ổn nhưng không hài lòng lắm sẽ ủng hộ trong thời gian tới a cười h,doi_tra,đổi trả hoàn tiền bảo hành,khá ổn nhưng không hài lòng lắm sẽ ủng hộ trong thời gian tới a cười h [SEP] đổi trả hoàn tiền bảo hành,0
vải đẹp dày nhưng rất nhiều chỉ thừa làm quần bị thủng 1 lỗ,gia_cong,đường may gia công chỉ may,vải đẹp dày nhưng rất nhiều chỉ thừa làm quần bị thủng 1 lỗ [SEP] đường may gia công chỉ may,1
quần rộng lắm mọi người cửa hàng xấu thật sự không hài lòng chút nào,kich_co,kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,quần rộng lắm mọi người cửa hàng xấu thật sự không hài lòng chút nào [SEP] kích cỡ size rộng chật ôm bó form rộng form nhỏ vừa người quần rộng quần chật áo rộng áo chật,1
quần lỗi. mặc lên mới biết buồn rất đường may đẹp vải tốt nói chung lànok. ck mình hơi mập mặc lên không đẹp lắm. phù hợp các bạn cao gầy,dong_goi,đóng gói bao bì đóng hộp,quần lỗi. mặc lên mới biết buồn rất đường may đẹp vải tốt nói chung lànok. ck mình hơi mập mặc lên không đẹp lắm. phù hợp các bạn cao gầy [SEP] đóng gói bao bì đóng hộp,0
"mình xin góp ý tí chất liệu rất tốt, dây kéo khóa quần rất mượt. xứng đáng 10 điểm cho chất lượng. mình mua 2 quần 1 quần ống rộng và 1 quần ống côn đều kích cỡ 34 nhưng 1 cái thì vừa 1 cái thì hơi chật tí. và có dư một ít chỉ như hình",gia_cong,đường may gia công chỉ may,"mình xin góp ý tí chất liệu rất tốt, dây kéo khóa quần rất mượt. xứng đáng 10 điểm cho chất lượng. mình mua 2 quần 1 quần ống rộng và 1 quần ống côn đều kích cỡ 34 nhưng 1 cái thì vừa 1 cái thì hơi chật tí. và có dư một ít chỉ như hình [SEP] đường may gia công chỉ may",1
giao thiếu hàng đợi không thấy lên đơn giải quyết phục vụ rất xấu không có giải quyết cụ thể biểu lên đơn chờ xác nhận nhận hạng nhưng mà mình đợi cả tuần vẫn không thấy phản hồi của cửa hàng mình mua đây là lần đầu tiên gặp tình trạng như thế này và mình đã xác nhận đơn hàng và xem như mình bỏ luôn,kieu_dang,kiểu dáng form thiết kế mẫu,giao thiếu hàng đợi không thấy lên đơn giải quyết phục vụ rất xấu không có giải quyết cụ thể biểu lên đơn chờ xác nhận nhận hạng nhưng mà mình đợi cả tuần vẫn không thấy phản hồi của cửa hàng mình mua đây là lần đầu tiên gặp tình trạng như thế này và mình đã xác nhận đơn hàng và xem như mình bỏ luôn [SEP] kiểu dáng form thiết kế mẫu,0
